Year,Parent Site,Site,Species,Value
19/09/2013,Main Somerset Frome,Tellisford (Te06),Bullhead,
19/09/2013,Main Somerset Frome,Tellisford (Te06),Minnow,
19/09/2013,Main Somerset Frome,Tellisford (Te06),Stone loach,
19/09/2013,Main Somerset Frome,Tellisford (Te06),3-spined stickleback,
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Bullhead,44.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Chub,46.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Dace,3.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Gudgeon,9.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Minnow,630.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Perch,22.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Pike,6.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Roach,109.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",Stone loach,31.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",European eels > elvers,2.0
19/09/2013,Main Somerset Frome,"Tellisford, Depleted Reach",3-spined stickleback,7.0
18/09/2013,Main Somerset Frome,Creamery (Te),Chub,9.0
18/09/2013,Main Somerset Frome,Creamery (Te),Dace,17.0
18/09/2013,Main Somerset Frome,Creamery (Te),Gudgeon,7.0
18/09/2013,Main Somerset Frome,Creamery (Te),Pike,1.0
18/09/2013,Main Somerset Frome,Creamery (Te),Roach,43.0
18/09/2013,Main Somerset Frome,Creamery (Te),Bullhead,
18/09/2013,Main Somerset Frome,Creamery (Te),Minnow,
18/09/2013,Main Somerset Frome,Creamery (Te),Stone loach,
18/09/2013,Main Somerset Frome,Creamery (Te),3-spined stickleback,
18/09/2013,Main Somerset Frome,Creamery (Te),Perch,2.0
18/09/2013,Main Somerset Frome,Creamery (Te),Brown / sea trout,1.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Chub,24.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Dace,15.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Gudgeon,18.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Pike,1.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Roach,25.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Brown / sea trout,1.0
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Bullhead,
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Minnow,
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),Stone loach,
18/09/2013,Main Somerset Frome,D/S Scutts Bridge (Te),3-spined stickleback,
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Barbel,1.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Chub,14.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Dace,19.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Gudgeon,7.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Perch,1.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Roach,6.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),European eels > elvers,1.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Brown / sea trout,3.0
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Stone loach,
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Minnow,
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),Bullhead,
17/09/2013,Main Somerset Frome,Snarlton Farm (Te),3-spined stickleback,
12/09/2013,By Brook main river,D/s Bathford Paper mill,Bullhead,26.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Chub,1.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Dace,92.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Gudgeon,17.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Minnow,53.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Perch,1.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Roach,5.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Stone loach,3.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,3-spined stickleback,1.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Brown / sea trout,14.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,Grayling,1.0
12/09/2013,By Brook main river,D/s Bathford Paper mill,European eels > elvers,4.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Barbel,3.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Bleak,10.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Chub,54.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Dace,42.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Gudgeon,15.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Perch,36.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Pike,3.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Roach,258.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Brown / sea trout,1.0
11/09/2013,Bristol Avon main river,Chippenham (Te),Minnow,
11/09/2013,Bristol Avon main river,Chippenham (Te),Bullhead,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Roach,145.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Chub,18.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Bleak,1.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Perch,8.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Dace,33.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Pike,1.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Gudgeon,10.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),Barbel,1.0
28/08/2013,Bristol Avon main river,Christian Malford (Te),3-spined stickleback,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Bullhead,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Stone loach,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Minnow,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Chub,18.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Dace,37.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,4.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Gudgeon,11.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Roach,4.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Barbel,1.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Lamprey sp. > ammocoete,0.0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Bullhead,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Stone loach,
28/08/2013,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Minnow,
27/08/2013,Bristol Avon main river,Lacock (Te),Barbel,1.0
27/08/2013,Bristol Avon main river,Lacock (Te),Chub,4.0
27/08/2013,Bristol Avon main river,Lacock (Te),Roach,21.0
27/08/2013,Bristol Avon main river,Lacock (Te),Gudgeon,6.0
27/08/2013,Bristol Avon main river,Lacock (Te),Dace,25.0
27/08/2013,Bristol Avon main river,Lacock (Te),Bleak,1.0
27/08/2013,Bristol Avon main river,Lacock (Te),Perch,2.0
27/08/2013,Bristol Avon main river,Lacock (Te),Pike,0.0
27/08/2013,Bristol Avon main river,Lacock (Te),European eel,4.0
27/08/2013,Bristol Avon main river,Lacock (Te),Minnow,
27/08/2013,Bristol Avon main river,Lacock (Te),Stone loach,
27/08/2013,Bristol Avon main river,Lacock (Te),Bullhead,
20/08/2013,Main Bristol Frome,Oldbury Court,Dace,66.0
20/08/2013,Main Bristol Frome,Oldbury Court,Chub,1.0
20/08/2013,Main Bristol Frome,Oldbury Court,Roach,26.0
20/08/2013,Main Bristol Frome,Oldbury Court,European eel,22.0
20/08/2013,Main Bristol Frome,Oldbury Court,Bullhead,109.0
20/08/2013,Main Bristol Frome,Oldbury Court,Minnow,104.0
20/08/2013,Main Bristol Frome,Oldbury Court,Stone loach,29.0
20/08/2013,Main Bristol Frome,Oldbury Court,3-spined stickleback,3.0
20/08/2013,Main Bristol Frome,Oldbury Court,European elvers,0.0
31/07/2013,Main River Chew,Chewton Keynsham,Dace,15.0
31/07/2013,Main River Chew,Chewton Keynsham,European eel,2.0
31/07/2013,Main River Chew,Chewton Keynsham,Brook lamprey,0.0
31/07/2013,Main River Chew,Chewton Keynsham,Roach,20.0
31/07/2013,Main River Chew,Chewton Keynsham,Gudgeon,17.0
31/07/2013,Main River Chew,Chewton Keynsham,Brown / sea trout,6.0
31/07/2013,Main River Chew,Chewton Keynsham,Barbel,1.0
31/07/2013,Main River Chew,Chewton Keynsham,Bullhead,20.0
31/07/2013,Main River Chew,Chewton Keynsham,Minnow,50.0
31/07/2013,Main River Chew,Chewton Keynsham,3-spined stickleback,14.0
31/07/2013,Main River Chew,Chewton Keynsham,Stone loach,11.0
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Brown / sea trout,57.0
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),European eel,5.0
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Lamprey sp.,1.0
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Bullhead,52.0
16/07/2013,Main River Chew,Keynsham Park (Te),Dace,25.0
16/07/2013,Main River Chew,Keynsham Park (Te),Roach,33.0
16/07/2013,Main River Chew,Keynsham Park (Te),Gudgeon,12.0
16/07/2013,Main River Chew,Keynsham Park (Te),Chub,0.0
16/07/2013,Main River Chew,Keynsham Park (Te),Stone loach,2.0
16/07/2013,Main River Chew,Keynsham Park (Te),Minnow,13.0
16/07/2013,Main River Chew,Keynsham Park (Te),Bullhead,6.0
16/07/2013,Main River Chew,Keynsham Park (Te),3-spined stickleback,2.0
16/07/2013,Main River Chew,Keynsham Park (Te),European eels > elvers,1.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,3.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Perch,9.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Dace,70.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Roach,109.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Chub,4.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Gudgeon,22.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Minnow,17.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Stone loach,4.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),European eels > elvers,18.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Bullhead,51.0
03/07/2013,Main Bristol Frome,Eastville Park (Te),Rudd,1.0
18/04/2013,By Brook main river,Gatcombe Mill Brook,Bullhead,15.0
18/04/2013,By Brook main river,Gatcombe Mill Brook,3-spined stickleback,21.0
18/04/2013,By Brook main river,Gatcombe Mill,Brown / sea trout,12.0
18/04/2013,By Brook main river,Gatcombe Mill,Bullhead,5.0
18/04/2013,Doncombe Brook,Fosse Way (Se-03),Brown / sea trout,5.0
18/04/2013,Doncombe Brook,Fosse Way (Se-03),Bullhead,33.0
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Brown / sea trout,15.0
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Bullhead,50.0
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Stone loach,4.0
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),3-spined stickleback,1.0
16/04/2013,Wellow Brook,Greenacres,Brown / sea trout,2.0
16/04/2013,Wellow Brook,Greenacres,Bullhead,77.0
16/04/2013,Wellow Brook,Greenacres,Stone loach,7.0
16/04/2013,Wellow Brook,Greenacres,European eels > elvers,1.0
16/04/2013,Wellow Brook,Mill Hill,Brown / sea trout,16.0
16/04/2013,Wellow Brook,Mill Hill,Bullhead,56.0
16/04/2013,Wellow Brook,Mill Hill,Stone loach,2.0
16/04/2013,Wellow Brook,Mill Hill,Lampetra sp.,1.0
16/04/2013,Wellow Brook,Mill Hill,European eels > elvers,1.0
16/04/2013,Wellow Brook,Paglinch Farm,Brown / sea trout,2.0
16/04/2013,Wellow Brook,Paglinch Farm,Bullhead,35.0
16/04/2013,Wellow Brook,Paglinch Farm,Minnow,2.0
16/04/2013,Wellow Brook,Welton (Se-04),Brown / sea trout,16.0
16/04/2013,Wellow Brook,Welton (Se-04),Bullhead,81.0
16/04/2013,Wellow Brook,Welton (Se-04),Lamprey sp. > ammocoete,4.0
20/09/2012,By Brook main river,Middlehill,European eels > elvers,1.0
20/09/2012,By Brook main river,Middlehill,Brown / sea trout,30.0
20/09/2012,By Brook main river,Middlehill,Grayling,3.0
20/09/2012,By Brook main river,Middlehill,Bullhead,19.0
20/09/2012,By Brook main river,Middlehill,Minnow,68.0
20/09/2012,By Brook main river,Middlehill,Stone loach,4.0
13/09/2012,Kilmersdon Brook,Foxhills,Brown / sea trout,15.0
13/09/2012,Kilmersdon Brook,Foxhills,Bullhead,68.0
13/09/2012,Kilmersdon Brook,Kilmersdon,Bullhead,54.0
13/09/2012,Kilmersdon Brook,Kilmersdon,Lamprey sp. > ammocoete,1.0
13/09/2012,Kilmersdon Brook,Kilmersdon,Brown / sea trout,5.0
12/09/2012,Doncombe Brook,Mount Scylla Wood,Brown / sea trout,11.0
12/09/2012,Doncombe Brook,Mount Scylla Wood,Bullhead,46.0
12/09/2012,North Wraxall Brook,Wraxall Park Lower,Bullhead,44.0
12/09/2012,North Wraxall Brook,Wraxall Park Lower,Brown / sea trout,22.0
12/09/2012,North Wraxall Brook,Wraxall Park Middle,Bullhead,5.0
12/09/2012,North Wraxall Brook,Wraxall Park Middle,Brown / sea trout,45.0
12/09/2012,North Wraxall Brook,Wraxall Park Upper,Bullhead,3.0
12/09/2012,North Wraxall Brook,Wraxall Park Upper,Brown / sea trout,29.0
04/09/2012,Main River Chew,Pensford (Te),Brown / sea trout,12.0
04/09/2012,Main River Chew,Pensford (Te),Dace,2.0
04/09/2012,Main River Chew,Pensford (Te),European eels > elvers,2.0
04/09/2012,Main River Chew,Pensford (Te),Bullhead,24.0
04/09/2012,Main River Chew,Pensford (Te),Minnow,3.0
22/08/2012,Wellow Brook,Mill Hill,Brown / sea trout,21.0
22/08/2012,Wellow Brook,Mill Hill,Minnow,5.0
22/08/2012,Wellow Brook,Mill Hill,Bullhead,17.0
21/08/2012,Main River Chew,Compton Dando (Te),Dace,19.0
21/08/2012,Main River Chew,Compton Dando (Te),Chub,2.0
21/08/2012,Main River Chew,Compton Dando (Te),Brown / sea trout,13.0
21/08/2012,Main River Chew,Compton Dando (Te),Atlantic salmon,4.0
21/08/2012,Main River Chew,Compton Dando (Te),Gudgeon,1.0
21/08/2012,Main River Chew,Compton Dando (Te),European eels > elvers,1.0
21/08/2012,Main River Chew,Compton Dando (Te),Bullhead,17.0
21/08/2012,Main River Chew,Compton Dando (Te),Minnow,7.0
21/08/2012,Main River Chew,Compton Dando (Te),European elvers,0.0
21/08/2012,Main River Chew,Stanton Drew (Te),Brown / sea trout,2.0
21/08/2012,Main River Chew,Stanton Drew (Te),Gudgeon,7.0
21/08/2012,Main River Chew,Stanton Drew (Te),Lampetra sp.,1.0
21/08/2012,Main River Chew,Stanton Drew (Te),Roach,2.0
21/08/2012,Main River Chew,Stanton Drew (Te),3-spined stickleback,8.0
21/08/2012,Main River Chew,Stanton Drew (Te),Bullhead,69.0
21/08/2012,Main River Chew,Stanton Drew (Te),Minnow,9.0
21/08/2012,Main River Chew,Stanton Drew (Te),Stone loach,1.0
21/08/2012,Main River Chew,Stanton Drew (Te),Rainbow trout,0.0
21/08/2012,Main River Chew,Stanton Drew (Te),Rudd,0.0
21/08/2012,Main River Chew,Stanton Drew (Te),European elvers,0.0
21/08/2012,Main River Chew,Stanton Drew (Te),European eels > elvers,8.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Roach,105.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Gudgeon,7.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Chub,5.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Common bream,2.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Perch,4.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Dace,8.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Bullhead,16.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Minnow,5.0
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Stone loach,5.0
09/08/2012,Main Bristol Frome,Meadowmead,Chub,20.0
09/08/2012,Main Bristol Frome,Meadowmead,Roach,22.0
09/08/2012,Main Bristol Frome,Meadowmead,Dace,24.0
09/08/2012,Main Bristol Frome,Meadowmead,Brown / sea trout,5.0
09/08/2012,Main Bristol Frome,Meadowmead,Perch,2.0
09/08/2012,Main Bristol Frome,Meadowmead,Gudgeon,6.0
09/08/2012,Main Bristol Frome,Meadowmead,European eels > elvers,2.0
09/08/2012,Main Bristol Frome,Meadowmead,Bullhead,38.0
09/08/2012,Main Bristol Frome,Meadowmead,Minnow,24.0
09/08/2012,Main Bristol Frome,Meadowmead,Stone loach,17.0
09/08/2012,Main Bristol Frome,Meadowmead,3-spined stickleback,1.0
09/08/2012,Main Bristol Frome,St Johns Park,Roach,1.0
09/08/2012,Main Bristol Frome,St Johns Park,Brown / sea trout,2.0
09/08/2012,Main Bristol Frome,St Johns Park,3-spined stickleback,15.0
09/08/2012,Main Bristol Frome,St Johns Park,Bullhead,25.0
02/08/2012,Main Semington Brook,Baldham Farm,Roach,13.0
02/08/2012,Main Semington Brook,Baldham Farm,Chub,4.0
02/08/2012,Main Semington Brook,Baldham Farm,Brown / sea trout,4.0
02/08/2012,Main Semington Brook,Baldham Farm,3-spined stickleback,3.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Chub,5.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Dace,5.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Roach,20.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Gudgeon,1.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Minnow,5.0
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Brown / sea trout,18.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Bullhead,8.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Minnow,2.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Stone loach,1.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Dace,5.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Perch,2.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Roach,3.0
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Gudgeon,1.0
01/08/2012,Main Semington Brook,Great Cheverell Mill,Brown / sea trout,7.0
01/08/2012,Main Semington Brook,Great Cheverell Mill,Bullhead,1.0
01/08/2012,Main Semington Brook,Great Cheverell Mill,Stone loach,1.0
01/08/2012,Main Semington Brook,Great Cheverell Mill,3-spined stickleback,4.0
28/06/2012,Bitham Brook,Horse Bridge (Te),Dace,8.0
28/06/2012,Bitham Brook,Horse Bridge (Te),Bullhead,9.0
28/06/2012,Bitham Brook,Horse Bridge (Te),Minnow,33.0
28/06/2012,Bitham Brook,Horse Bridge (Te),3-spined stickleback,7.0
28/06/2012,Main River Biss,Ashton Hill Farm,Chub,2.0
28/06/2012,Main River Biss,Ashton Hill Farm,Dace,5.0
28/06/2012,Main River Biss,Ashton Hill Farm,Roach,2.0
28/06/2012,Main River Biss,Ashton Hill Farm,Bullhead,4.0
28/06/2012,Main River Biss,Ashton Hill Farm,Minnow,7.0
28/06/2012,Main River Biss,Ashton Hill Farm,Brown / sea trout,1.0
17/05/2012,Bradley Brook,Trench Lane,Roach,1.0
17/05/2012,Bradley Brook,Trench Lane,Bullhead,84.0
17/05/2012,Bradley Brook,Trench Lane,Minnow,23.0
17/05/2012,Bradley Brook,Trench Lane,Stone loach,12.0
17/05/2012,Bradley Brook,Trench Lane,3-spined stickleback,8.0
17/05/2012,Bradley Brook,Winterbourne (Te),Bullhead,61.0
17/05/2012,Bradley Brook,Winterbourne (Te),Minnow,91.0
17/05/2012,Bradley Brook,Winterbourne (Te),Stone loach,29.0
17/05/2012,Bradley Brook,Winterbourne (Te),3-spined stickleback,3.0
17/05/2012,Ladden Brook,Ashworthy Farm,European eels > elvers,2.0
17/05/2012,Ladden Brook,Ashworthy Farm,Bullhead,38.0
17/05/2012,Ladden Brook,Ashworthy Farm,Stone loach,22.0
17/05/2012,Ladden Brook,Ashworthy Farm,3-spined stickleback,9.0
17/05/2012,Ladden Brook,New House Farm,Bullhead,9.0
17/05/2012,Ladden Brook,New House Farm,3-spined stickleback,16.0
16/05/2012,Bitham Brook,D/s Home Farm,3-spined stickleback,98.0
16/05/2012,Bitham Brook,D/s Home Farm,Bullhead,2.0
16/05/2012,Bitham Brook,D/s Home Farm,Stone loach,2.0
16/05/2012,Main River Biss,Brook House,Brown / sea trout,1.0
16/05/2012,Main River Biss,Brook House,Bullhead,4.0
16/05/2012,Main River Biss,Brook House,3-spined stickleback,1.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Bleak,18.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Chub,52.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Dace,16.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Gudgeon,16.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Perch,16.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Pike,2.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Roach,154.0
31/08/2011,Bristol Avon main river,Chippenham (Te),European eels > elvers,1.0
31/08/2011,Bristol Avon main river,Chippenham (Te),Minnow,
31/08/2011,Bristol Avon main river,Chippenham (Te),Bullhead,
31/08/2011,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,3.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Rainbow trout,1.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Gudgeon,27.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Chub,23.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Dace,28.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Roach,3.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Perch,2.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Barbel,1.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Bleak,2.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Pike,0.0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Minnow,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Bullhead,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Stone loach,
30/08/2011,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
21/07/2011,Bristol Avon main river,Lacock (Te),Chub,18.0
21/07/2011,Bristol Avon main river,Lacock (Te),Perch,6.0
21/07/2011,Bristol Avon main river,Lacock (Te),Pike,3.0
21/07/2011,Bristol Avon main river,Lacock (Te),Bleak,10.0
21/07/2011,Bristol Avon main river,Lacock (Te),Dace,44.0
21/07/2011,Bristol Avon main river,Lacock (Te),Roach,77.0
21/07/2011,Bristol Avon main river,Lacock (Te),Barbel,25.0
21/07/2011,Bristol Avon main river,Lacock (Te),Gudgeon,36.0
21/07/2011,Bristol Avon main river,Lacock (Te),Brown / sea trout,2.0
21/07/2011,Bristol Avon main river,Lacock (Te),Lamprey sp. ammocoetes,1.0
21/07/2011,Bristol Avon main river,Lacock (Te),European eels > elvers,3.0
21/07/2011,Bristol Avon main river,Lacock (Te),Minnow,
21/07/2011,Bristol Avon main river,Lacock (Te),Bullhead,
21/07/2011,Bristol Avon main river,Lacock (Te),Stone loach,
21/07/2011,Bristol Avon main river,Lacock (Te),3-spined stickleback,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Chub,13.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Roach,106.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Dace,29.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Bleak,5.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Gudgeon,4.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Perch,17.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Pike,3.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),European eels > elvers,1.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Brook lamprey ammocoetes,0.0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Minnow,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Stone loach,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Bullhead,
13/07/2011,Main Bristol Frome,Eastville Park (Te),Perch,27.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Chub,7.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Roach,44.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Dace,103.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Gudgeon,38.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,6.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),European eels > elvers,63.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Bullhead,118.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Minnow,68.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),Stone loach,9.0
13/07/2011,Main Bristol Frome,Eastville Park (Te),European elvers,1.0
05/07/2011,Main River Chew,Chew Magna,Perch,3.0
05/07/2011,Main River Chew,Chew Magna,Dace,16.0
05/07/2011,Main River Chew,Chew Magna,Roach,20.0
05/07/2011,Main River Chew,Chew Magna,Gudgeon,43.0
05/07/2011,Main River Chew,Chew Magna,European eels > elvers,12.0
05/07/2011,Main River Chew,Chew Magna,Stone loach,1.0
05/07/2011,Main River Chew,Chew Magna,3-spined stickleback,7.0
05/07/2011,Main River Chew,Chew Magna,Bullhead,8.0
05/07/2011,Main River Chew,Chew Magna,Minnow,20.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),European eel,1.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Dace,5.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Brown / sea trout,35.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Rainbow trout,24.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Bullhead,92.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),3-spined stickleback,1.0
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Minnow,23.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),Bullhead,69.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),3-spined stickleback,21.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),Brown / sea trout,31.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),Rainbow trout,2.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),Roach,4.0
25/05/2011,Main River Chew,Shrowl Bridge (Te),Brook lamprey ammocoetes,2.0
19/05/2011,Main River Marden,Calne STW (Te),Brown / sea trout,34.0
19/05/2011,Main River Marden,Calne STW (Te),Dace,7.0
19/05/2011,Main River Marden,Calne STW (Te),Roach,1.0
19/05/2011,Main River Marden,Calne STW (Te),Bullhead,69.0
19/05/2011,Main River Marden,Calne STW (Te),Minnow,13.0
19/05/2011,Main River Marden,Calne STW (Te),Stone loach,2.0
19/05/2011,Main River Marden,Stanley,Barbel,5.0
